Gene ID	source_id	Product Description	Gene Type	Input ID
PF3D7_1318800	PF3D7_1318800.1	translocation protein SEC63, putative	protein coding gene	PF3D7_1318800
PF3D7_1318900	PF3D7_1318900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1318900
PF3D7_1319000	PF3D7_1319000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1319000
PF3D7_1319100	PF3D7_1319100.1	ubiquitin carboxyl-terminal hydrolase MINDY, putative	protein coding gene	PF3D7_1319100
PF3D7_1319200	PF3D7_1319200.1	tetratricopeptide repeat protein, putative	protein coding gene	PF3D7_1319200
PF3D7_1319300	PF3D7_1319300.1	tRNA (guanine(26)-N(2))-dimethyltransferase, putative	protein coding gene	PF3D7_1319300
PF3D7_1319400	PF3D7_1319400.1	conserved protein, unknown function	protein coding gene	PF3D7_1319400
PF3D7_1319500	PF3D7_1319500.1	conserved protein, unknown function	protein coding gene	PF3D7_1319500
PF3D7_1319600	PF3D7_1319600.1	female development protein FD3, putative	protein coding gene	PF3D7_1319600
PF3D7_1319700	PF3D7_1319700.1	protein phosphatase PP2A regulatory subunit A, putative	protein coding gene	PF3D7_1319700
PF3D7_1319800	PF3D7_1319800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1319800
PF3D7_1319900	PF3D7_1319900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1319900
PF3D7_1320000	PF3D7_1320000.1	golgi protein 1	protein coding gene	PF3D7_1320000
PF3D7_1320100	PF3D7_1320100.1	ATP-dependent Clp protease adapter protein ClpS	protein coding gene	PF3D7_1320100
PF3D7_1320200	PF3D7_1320200.1	TBC domain protein, putative	protein coding gene	PF3D7_1320200
PF3D7_1320300	PF3D7_1320300.1	conserved protein, unknown function	protein coding gene	PF3D7_1320300
PF3D7_1320400	PF3D7_1320400.1	type I signal peptidase	protein coding gene	PF3D7_1320400
PF3D7_1320500	PF3D7_1320500.1	SNARE protein, putative	protein coding gene	PF3D7_1320500
PF3D7_1320600	PF3D7_1320600.1	ras-related protein Rab-11A	protein coding gene	PF3D7_1320600
PF3D7_1320700	PF3D7_1320700.1	conserved protein, unknown function	protein coding gene	PF3D7_1320700
PF3D7_1320800	PF3D7_1320800.1	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	protein coding gene	PF3D7_1320800
PF3D7_1320900	PF3D7_1320900.1	RNA-binding protein, putative	protein coding gene	PF3D7_1320900
PF3D7_1321000	PF3D7_1321000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1321000
PF3D7_1321100	PF3D7_1321100.1	protein kinase domain-containing protein, putative	protein coding gene	PF3D7_1321100
PF3D7_1321200	PF3D7_1321200.1	zinc finger protein, putative	protein coding gene	PF3D7_1321200
PF3D7_1321300	PF3D7_1321300.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_1321300
PF3D7_1321400	PF3D7_1321400.1	palmitoyltransferase DHHC8, putative	protein coding gene	PF3D7_1321400
PF3D7_1321500	PF3D7_1321500.1	3',5'-cyclic nucleotide phosphodiesterase beta	protein coding gene	PF3D7_1321500
PF3D7_1321600	PF3D7_1321600.1	cGMP-specific 3',5'-cyclic phosphodiesterase gamma, putative	protein coding gene	PF3D7_1321600
PF3D7_1321700	PF3D7_1321700.1	splicing factor 1	protein coding gene	PF3D7_1321700
PF3D7_1321800	PF3D7_1321800.1	protein transport protein SFT2, putative	protein coding gene	PF3D7_1321800
PF3D7_1321900	PF3D7_1321900.1	conserved protein, unknown function	protein coding gene	PF3D7_1321900
PF3D7_1322000	PF3D7_1322000.1	nucleoside-diphosphatase, putative	protein coding gene	PF3D7_1322000
PF3D7_1322100	PF3D7_1322100.1	histone-lysine N-methyltransferase SET2	protein coding gene	PF3D7_1322100
PF3D7_1322200	PF3D7_1322200.1	protein STU2, putative	protein coding gene	PF3D7_1322200
PF3D7_1322300	PF3D7_1322300.1	BRCT domain-containing protein, putative	protein coding gene	PF3D7_1322300
PF3D7_1322400	PF3D7_1322400.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1322400
PF3D7_1322500	PF3D7_1322500.1	palmitoyltransferase DHHC5	protein coding gene	PF3D7_1322500
PF3D7_1322600	PF3D7_1322600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1322600
PF3D7_1322700	PF3D7_1322700.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1322700
PF3D7_1322800	PF3D7_1322800.1	respiratory chain complex 2 associated protein 2	protein coding gene	PF3D7_1322800
PF3D7_1322900	PF3D7_1322900.1	conserved protein, unknown function	protein coding gene	PF3D7_1322900
PF3D7_1323000	PF3D7_1323000.1	beta-hydroxyacyl-ACP dehydratase	protein coding gene	PF3D7_1323000
PF3D7_1323100	PF3D7_1323100.1	60S ribosomal protein L6, putative	protein coding gene	PF3D7_1323100
PF3D7_1323200	PF3D7_1323200.1	V-type proton ATPase subunit G, putative	protein coding gene	PF3D7_1323200
PF3D7_1323300	PF3D7_1323300.1	N-acetyltransferase, GNAT family, putative	protein coding gene	PF3D7_1323300
PF3D7_1323400	PF3D7_1323400.1	60S ribosomal protein L23	protein coding gene	PF3D7_1323400
PF3D7_1323500	PF3D7_1323500.1	plasmepsin V	protein coding gene	PF3D7_1323500
PF3D7_1323600	PF3D7_1323600.1	conserved protein, unknown function	protein coding gene	PF3D7_1323600
PF3D7_1323700	PF3D7_1323700.1	glideosome associated protein with multiple membrane spans 1	protein coding gene	PF3D7_1323700
PF3D7_1323800	PF3D7_1323800.1	vacuolar protein sorting-associated protein 52, putative	protein coding gene	PF3D7_1323800
PF3D7_1323900	PF3D7_1323900.1	protein BCP1, putative	protein coding gene	PF3D7_1323900
PF3D7_1324000	PF3D7_1324000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1324000
PF3D7_1324100	PF3D7_1324100.1	cyclin-like protein, putative	protein coding gene	PF3D7_1324100
PF3D7_1324200	PF3D7_1324200.1	micro-fibrillar-associated protein, putative	protein coding gene	PF3D7_1324200
PF3D7_1324300	PF3D7_1324300.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_1324300
PF3D7_1324400	PF3D7_1324400.1	PRELI domain-containing protein, putative	protein coding gene	PF3D7_1324400
PF3D7_1324500	PF3D7_1324500.1	DEAD box helicase, putative	protein coding gene	PF3D7_1324500
PF3D7_1324600	PF3D7_1324600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1324600
PF3D7_1324700	PF3D7_1324700.1	SNARE protein, putative	protein coding gene	PF3D7_1324700
PF3D7_1324800	PF3D7_1324800.1	dihydrofolate synthase/folylpolyglutamate synthase	protein coding gene	PF3D7_1324800
PF3D7_1324900	PF3D7_1324900.1	L-lactate dehydrogenase	protein coding gene	PF3D7_1324900
PF3D7_1325000	PF3D7_1325000.1	U6 snRNA-associated Sm-like protein LSm6, putative	protein coding gene	PF3D7_1325000
PF3D7_1325100	PF3D7_1325100.1	phosphoribosylpyrophosphate synthetase	protein coding gene	PF3D7_1325100
PF3D7_1325200	PF3D7_1325200.1	lactate dehydrogenase, putative	protein coding gene	PF3D7_1325200
PF3D7_1325300	PF3D7_1325300.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1325300
PF3D7_1325400	PF3D7_1325400.1	CRWN-like protein, putative	protein coding gene	PF3D7_1325400
PF3D7_1325500	PF3D7_1325500.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1325500
PF3D7_1325600	PF3D7_1325600.1	mitochondrial fission 1 protein	protein coding gene	PF3D7_1325600
PF3D7_1325700	PF3D7_1325700.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1325700
PF3D7_1325800	PF3D7_1325800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1325800
PF3D7_1325900	PF3D7_1325900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1325900
PF3D7_1326000	PF3D7_1326000.1	respiratory chain complex 3 associated protein 2	protein coding gene	PF3D7_1326000
PF3D7_1326100	PF3D7_1326100.1	WD repeat-containing protein, putative	protein coding gene	PF3D7_1326100
PF3D7_1326200	PF3D7_1326200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1326200
PF3D7_1326300	PF3D7_1326300.1	RNA-binding protein, putative	protein coding gene	PF3D7_1326300
PF3D7_1326400	PF3D7_1326400.1	translation initiation factor eIF-2B subunit gamma, putative	protein coding gene	PF3D7_1326400
PF3D7_1326500	PF3D7_1326500.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1326500
PF3D7_1326600	PF3D7_1326600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1326600
PF3D7_1326700	PF3D7_1326700.1	ubiquitin-activating enzyme, putative	protein coding gene	PF3D7_1326700
PF3D7_1326800	PF3D7_1326800.1	syntaxin, Qa-SNARE family	protein coding gene	PF3D7_1326800
PF3D7_1326900	PF3D7_1326900.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_1326900
PF3D7_1327000	PF3D7_1327000.1	conserved protein, unknown function	protein coding gene	PF3D7_1327000
PF3D7_1327100	PF3D7_1327100.1	conserved protein, unknown function	protein coding gene	PF3D7_1327100
PF3D7_1327200	PF3D7_1327200.1	ribonuclease P protein subunit RPR2, putative	protein coding gene	PF3D7_1327200
PF3D7_1327300	PF3D7_1327300.1	subpellicular microtubule protein 3	protein coding gene	PF3D7_1327300
PF3D7_1327400	PF3D7_1327400.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1327400
PF3D7_1327500	PF3D7_1327500.1	conserved protein, unknown function	protein coding gene	PF3D7_1327500
PF3D7_1327600	PF3D7_1327600.1	nicotinamide/nicotinic acid mononucleotide adenylyltransferase	protein coding gene	PF3D7_1327600
PF3D7_1327700	PF3D7_1327700.1	regulator of nonsense transcripts 3B, putative	protein coding gene	PF3D7_1327700
PF3D7_1327800	PF3D7_1327800.1	ribose-phosphate pyrophosphokinase, putative	protein coding gene	PF3D7_1327800
PF3D7_1327900	PF3D7_1327900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1327900
PF3D7_1328000	PF3D7_1328000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1328000
PF3D7_1328100	PF3D7_1328100.1	proteasome subunit beta type-7, putative	protein coding gene	PF3D7_1328100
PF3D7_1328200	PF3D7_1328200.1	BRCA2 protein, putative	protein coding gene	PF3D7_1328200
PF3D7_1328300	PF3D7_1328300.1	conserved protein, unknown function	protein coding gene	PF3D7_1328300
PF3D7_1328400	PF3D7_1328400.1	conserved protein, unknown function	protein coding gene	PF3D7_1328400
PF3D7_1328500	PF3D7_1328500.1	alpha/beta-hydrolase, putative	protein coding gene	PF3D7_1328500
PF3D7_1328600	PF3D7_1328600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1328600
PF3D7_1328700	PF3D7_1328700.1	Plasmodium RNA of unknown function RUF1	ncRNA gene	PF3D7_1328700
PF3D7_1328800	PF3D7_1328800.1	transcriptional regulatory protein sir2a	protein coding gene	PF3D7_1328800
PF3D7_1328900	PF3D7_1328900.1	PUB domain-containing protein, putative	protein coding gene	PF3D7_1328900
PF3D7_1329000	PF3D7_1329000.1	DNA-directed RNA polymerase III subunit RPC1, putative	protein coding gene	PF3D7_1329000
PF3D7_1329100	PF3D7_1329100.1	myosin F, putative	protein coding gene	PF3D7_1329100
PF3D7_1329200	PF3D7_1329200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1329200
PF3D7_1329300	PF3D7_1329300.1	chromatin assembly factor 1 subunit B, putative	protein coding gene	PF3D7_1329300
PF3D7_1329400	PF3D7_1329400.1	AMP deaminase	protein coding gene	PF3D7_1329400
PF3D7_1329500	PF3D7_1329500.1	conserved protein, unknown function	protein coding gene	PF3D7_1329500
PF3D7_1329600	PF3D7_1329600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1329600
PF3D7_1329700	PF3D7_1329700.1	apicoplast calcium binding protein 1	protein coding gene	PF3D7_1329700
PF3D7_1329800	PF3D7_1329800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1329800
PF3D7_1329900	PF3D7_1329900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1329900
PF3D7_1330000	PF3D7_1330000.1	PITH domain-containing protein, putative	protein coding gene	PF3D7_1330000
PF3D7_1330000	PF3D7_1330000.2	PITH domain-containing protein, putative	protein coding gene	PF3D7_1330000
PF3D7_1330100	PF3D7_1330100.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1330100
PF3D7_1330200	PF3D7_1330200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1330200
PF3D7_1330300	PF3D7_1330300.1	DnaJ protein, putative	protein coding gene	PF3D7_1330300
PF3D7_1330400	PF3D7_1330400.1	ER lumen protein retaining receptor 1, putative	protein coding gene	PF3D7_1330400
PF3D7_1330500	PF3D7_1330500.1	CTLH domain-containing protein, putative	protein coding gene	PF3D7_1330500
PF3D7_1330600	PF3D7_1330600.1	elongation factor Tu, putative	protein coding gene	PF3D7_1330600
PF3D7_1330700	PF3D7_1330700.1	GPI transamidase subunit PIG-U, putative	protein coding gene	PF3D7_1330700
PF3D7_1330800	PF3D7_1330800.1	RNA-binding protein, putative	protein coding gene	PF3D7_1330800
PF3D7_1330900	PF3D7_1330900.1	small nucleolar RNA snoR17	ncRNA gene	PF3D7_1330900
PF3D7_1331000	PF3D7_1331000.1	protein kinase, putative	protein coding gene	PF3D7_1331000
PF3D7_1331100	PF3D7_1331100.1	DNA polymerase theta, putative	protein coding gene	PF3D7_1331100
PF3D7_1331200	PF3D7_1331200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1331200
PF3D7_1331300	PF3D7_1331300.1	signal peptidase complex catalytic subunit SEC11	protein coding gene	PF3D7_1331300
PF3D7_1331400	PF3D7_1331400.1	CPW-WPC family protein	protein coding gene	PF3D7_1331400
PF3D7_1331500	PF3D7_1331500.1	ATF7-int domain-containing protein, putative	protein coding gene	PF3D7_1331500
PF3D7_1331600	PF3D7_1331600.1	3-hydroxyacyl-CoA dehydratase DEH	protein coding gene	PF3D7_1331600
PF3D7_1331700	PF3D7_1331700.1	glutamine--tRNA ligase, putative	protein coding gene	PF3D7_1331700
PF3D7_1331800	PF3D7_1331800.1	60S ribosomal protein L23, putative	protein coding gene	PF3D7_1331800
PF3D7_1331900	PF3D7_1331900.1	small nucleolar RNA snoR18	ncRNA gene	PF3D7_1331900
PF3D7_1332000	PF3D7_1332000.1	syntaxin, Qa-SNARE family	protein coding gene	PF3D7_1332000
PF3D7_1332100	PF3D7_1332100.1	conserved protein, unknown function	protein coding gene	PF3D7_1332100
PF3D7_1332200	PF3D7_1332200.1	conserved protein, unknown function	protein coding gene	PF3D7_1332200
PF3D7_1332300	PF3D7_1332300.1	trafficking protein particle complex subunit 2, putative	protein coding gene	PF3D7_1332300
PF3D7_1332400	PF3D7_1332400.1	nucleotidyltransferase, putative	protein coding gene	PF3D7_1332400
PF3D7_1332500	PF3D7_1332500.1	SAM-dependent RNA methyltransferase, putative	protein coding gene	PF3D7_1332500
PF3D7_1332600	PF3D7_1332600.1	DNA-(apurinic or apyrimidinic site) lyase 1	protein coding gene	PF3D7_1332600
PF3D7_1332700	PF3D7_1332700.1	ATP-dependent RNA helicase DBP8, putative	protein coding gene	PF3D7_1332700
PF3D7_1332800	PF3D7_1332800.1	eukaryotic translation initiation factor 6, putative	protein coding gene	PF3D7_1332800
PF3D7_1332900	PF3D7_1332900.1	isoleucine--tRNA ligase, putative	protein coding gene	PF3D7_1332900
PF3D7_1333000	PF3D7_1333000.1	20 kDa chaperonin	protein coding gene	PF3D7_1333000
PF3D7_1333100	PF3D7_1333100.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1333100
PF3D7_1333200	PF3D7_1333200.1	ubiquitin-activating enzyme	protein coding gene	PF3D7_1333200
PF3D7_1333300	PF3D7_1333300.1	transmembrane emp24 domain-containing protein, putative	protein coding gene	PF3D7_1333300
PF3D7_1333400	PF3D7_1333400.1	AMMECR1 domain-containing protein, putative	protein coding gene	PF3D7_1333400
PF3D7_1333500	PF3D7_1333500.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1333500
PF3D7_1333600	PF3D7_1333600.1	U3 small nucleolar RNA-associated protein 4, putative	protein coding gene	PF3D7_1333600
PF3D7_1333700	PF3D7_1333700.1	histone H3-like centromeric protein CSE4	protein coding gene	PF3D7_1333700
PF3D7_1333800	PF3D7_1333800.1	Voldacs domain-containing protein, putative	protein coding gene	PF3D7_1333800
PF3D7_1333900	PF3D7_1333900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1333900
PF3D7_1334000	PF3D7_1334000.1	RING zinc finger protein, putative	protein coding gene	PF3D7_1334000
PF3D7_1334100	PF3D7_1334100.1	origin recognition complex subunit 4, putative	protein coding gene	PF3D7_1334100
PF3D7_1334200	PF3D7_1334200.1	chaperone binding protein, putative	protein coding gene	PF3D7_1334200
PF3D7_1334300	PF3D7_1334300.1	MSP7-like protein	protein coding gene	PF3D7_1334300
PF3D7_1334400	PF3D7_1334400.1	MSP7-like protein	protein coding gene	PF3D7_1334400
PF3D7_1334500	PF3D7_1334500.1	MSP7-like protein	protein coding gene	PF3D7_1334500
PF3D7_1334600	PF3D7_1334600.1	MSP7-like protein	protein coding gene	PF3D7_1334600
PF3D7_1334700	PF3D7_1334700.1	MSP7-like protein	protein coding gene	PF3D7_1334700
PF3D7_1334800	PF3D7_1334800.1	MSP7-like protein	protein coding gene	PF3D7_1334800
PF3D7_1334900	PF3D7_1334900.1	MSP7-like protein, fragment, pseudogene	pseudogene	PF3D7_1334900
PF3D7_1335000	PF3D7_1335000.1	MSP7-like protein	protein coding gene	PF3D7_1335000
PF3D7_1335100	PF3D7_1335100.1	merozoite surface protein 7	protein coding gene	PF3D7_1335100
PF3D7_1335200	PF3D7_1335200.1	reticulocyte binding protein homologue 6, pseudogene	pseudogene	PF3D7_1335200
PF3D7_1335300	PF3D7_1335300.1	reticulocyte binding protein 2 homologue b	protein coding gene	PF3D7_1335300
PF3D7_1335400	PF3D7_1335400.1	reticulocyte binding protein 2 homologue a	protein coding gene	PF3D7_1335400
PF3D7_1335500	PF3D7_1335500.1	DNA replication complex GINS protein, putative	protein coding gene	PF3D7_1335500
PF3D7_1335600	PF3D7_1335600.1	WD repeat-containing protein, putative	protein coding gene	PF3D7_1335600
PF3D7_1335700	PF3D7_1335700.1	conserved oligomeric Golgi complex subunit 3, putative	protein coding gene	PF3D7_1335700
PF3D7_1335800	PF3D7_1335800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1335800
PF3D7_1335900	PF3D7_1335900.1	thrombospondin-related anonymous protein	protein coding gene	PF3D7_1335900
PF3D7_1336000	PF3D7_1336000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1336000
PF3D7_1336100	PF3D7_1336100.1	WPP motif-containing protein, putative	protein coding gene	PF3D7_1336100
PF3D7_1336200	PF3D7_1336200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1336200
PF3D7_1336300	PF3D7_1336300.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_1336300
PF3D7_1336400	PF3D7_1336400.1	RanBPM and CLTH-like protein, putative	protein coding gene	PF3D7_1336400
PF3D7_1336500	PF3D7_1336500.1	small nucleolar RNA snoR19	ncRNA gene	PF3D7_1336500
PF3D7_1336600	PF3D7_1336600.1	conserved protein, unknown function	protein coding gene	PF3D7_1336600
PF3D7_1336700	PF3D7_1336700.1	parasitophorous vacuolar protein 3, putative	protein coding gene	PF3D7_1336700
PF3D7_1336800	PF3D7_1336800.1	nuclear movement protein, putative	protein coding gene	PF3D7_1336800
PF3D7_1336900	PF3D7_1336900.1	tryptophan--tRNA ligase	protein coding gene	PF3D7_1336900
PF3D7_1337000	PF3D7_1337000.1	mitochondrial intermediate peptidase, putative	protein coding gene	PF3D7_1337000
